id,zone_type,geometry
1987,Obcanska vybavenosempty,"POLYGON ((17.3028968199609 49.581764994956,17.3021705686196 49.5815561946142,17.3024265136639 49.5817953185606,17.3025817134323 49.5819007150603,17.3028968199609 49.581764994956))"
1988,Obcanska vybavenos,"POLYGON ((17.3025817134323 49.5819007150603,17.3031021009371 49.5822541070337,17.3046379014888 49.5825942582427,17.3048300630207 49.5823207789646,17.3028968199609 49.581764994956,17.3025817134323 49.5819007150603))"
1989,Bytovaresidentalhigh,"POLYGON ((17.3027387443632 49.5821526498036,17.3022262159799 49.5818068308429,17.3017323482623 49.581359922524,17.3010104363016 49.5817843386863,17.3020491365218 49.5823889916937,17.3027387443632 49.5821526498036))"
1990,Chatarska zastavbpoint_entertainment,"POLYGON ((17.3014549072384 49.5811088572088,17.301162176056 49.5808439521022,17.2998040874998 49.5814413119602,17.3000932750554 49.5817157023834,17.3014549072384 49.5811088572088))"
1991,RDresidentalLow,"POLYGON ((17.3000932750554 49.5817157023834,17.2998040874998 49.5814413119602,17.2990220302386 49.5816033255715,17.2998249877799 49.5819083561582,17.3000932750554 49.5817157023834))"
1992,Obcanska vybavenosindustrial,"POLYGON ((17.3061433216668 49.5843391592611,17.3035067874685 49.5826708590926,17.3027387443632 49.5821526498036,17.3010104363016 49.5817843386863,17.2994949894965 49.5825747144041,17.3018404702616 49.5846571179968,17.3056763712394 49.5871928340414,17.3060213734442 49.5847287314369,17.3061433216668 49.5843391592611))"
1993,Bytovaresidentalhigh,"POLYGON ((17.3091961580405 49.5861841328861,17.3101056057227 49.5856095260659,17.3092415982447 49.585052030734,17.308181889508 49.5855176368259,17.3091961580405 49.5861841328861))"
1994,Obcanska vybavenosCom/res/ind,"POLYGON ((17.308181889508 49.5855176368259,17.3092415982447 49.585052030734,17.3101056057227 49.5856095260659,17.312911943546 49.5846211002284,17.3134928148219 49.5834104721335,17.3113645298111 49.5820259894009,17.3072774133291 49.5809029591741,17.3067684613347 49.5845888006235,17.308181889508 49.5855176368259))"
1995,RDresidentalLow,"POLYGON ((17.3153521354244 49.588229089381,17.3154803436636 49.5879779325802,17.3154279883874 49.5878383103718,17.3153218724856 49.5877621765055,17.3143702818694 49.5878780400753,17.3141359066395 49.5880291515967,17.3153521354244 49.588229089381))"
1996,Obcanska vybavenosCom/res/ind,"POLYGON ((17.3129878065996 49.5886104859173,17.3141359066395 49.5880291515967,17.3143702818694 49.5878780400753,17.3146862801503 49.5875767741677,17.3138069388545 49.5871318887051,17.3134962000164 49.5865143005799,17.3132123621971 49.5859617877251,17.3110491290347 49.5873764302475,17.3129878065996 49.5886104859173))"
1997,RDresidentalLow,"POLYGON ((17.315868368617 49.5876017966201,17.3165258168319 49.5874796081565,17.3165431441982 49.5872745306088,17.3159881327728 49.5869640157842,17.3158075791743 49.5870331183717,17.315868368617 49.5876017966201))"
1998,Obcanska vybavenosempty,"POLYGON ((17.3146862801503 49.5875767741677,17.315868368617 49.5876017966201,17.3158075791743 49.5870331183717,17.3159881327728 49.5869640157842,17.3156295812827 49.5865619885721,17.3143558515357 49.5868077959865,17.3137423182945 49.5870034581273,17.3138069388545 49.5871318887051,17.3146862801503 49.5875767741677))"
1999,Bytovaresidentalhigh,"POLYGON ((17.2897696560686 49.580586878524,17.2892171962395 49.5803626789499,17.2890740491139 49.5805523238077,17.2896099021726 49.5807517777325,17.2897696560686 49.580586878524))"
2000,Bytovahigh,"POLYGON ((17.2885911483755 49.5801086099688,17.2883002350838 49.5799905460537,17.2881370766805 49.5801620820338,17.2884332605963 49.5802935151738,17.2885911483755 49.5801086099688))"
2001,Bytovaresidentalhigh,"POLYGON ((17.2892171962395 49.5803626789499,17.2885911483755 49.5801086099688,17.2884332605963 49.5802935151738,17.2890740491139 49.5805523238077,17.2892171962395 49.5803626789499))"
2002,Obcanska vybavenosresidental,"POLYGON ((17.2896866500658 49.5795361918107,17.2895525462082 49.5794510564739,17.2891069268551 49.5794164190051,17.2883747695713 49.5799236241905,17.289106462299 49.5802153448391,17.2896866500658 49.5795361918107))"
2003,RDresidentalLow,"POLYGON ((17.2915755591599 49.5803328753179,17.2914924696659 49.5801363022058,17.2896866500658 49.5795361918107,17.289106462299 49.5802153448391,17.2910564876926 49.5809927665047,17.2915755591599 49.5803328753179))"
2004,RDresidentalLow,"POLYGON ((17.2935922549825 49.5811684232757,17.2928487125049 49.5809969667322,17.2928321053316 49.5810248411773,17.2926943885549 49.5812559878349,17.2930131028164 49.5813472506207,17.2927934088974 49.5815776473662,17.2933602174823 49.5817685028644,17.2935922549825 49.5811684232757))"
2005,RDresidentalLow,"POLYGON ((17.2926943885549 49.5812559878349,17.2922614120208 49.5811414635303,17.2920754637918 49.5813358950179,17.2925234092152 49.5814867319833,17.2926943885549 49.5812559878349))"
2006,RDresidentalLow,"POLYGON ((17.2926943885549 49.5812559878349,17.2925234092152 49.5814867319833,17.2927934088974 49.5815776473662,17.2930131028164 49.5813472506207,17.2926943885549 49.5812559878349))"
2007,RDresidentalLow,"POLYGON ((17.2922614120208 49.5811414635303,17.2913453267769 49.5808526010379,17.2912099543064 49.5810444451847,17.2920754637918 49.5813358950179,17.2922614120208 49.5811414635303))"
2008,RDLow,"POLYGON ((17.2928321053316 49.5810248411773,17.2915268977387 49.5805952837908,17.2913667544198 49.5808222348353,17.2922788447636 49.5811205391955,17.2922614120208 49.5811414635303,17.2926943885549 49.5812559878349,17.2928321053316 49.5810248411773))"
2009,Obcanska vybavenospoint_education,"POLYGON ((17.2678975304963 49.5902965030597,17.2667015588591 49.5901810455615,17.2660431624615 49.5901576634749,17.265805237119 49.5901984839783,17.2657287976355 49.5902294099227,17.2660397682464 49.5903965201351,17.2667421106909 49.5908469044432,17.2679249106255 49.5915505643959,17.268060623201 49.5916312986575,17.2687186458309 49.5920227474753,17.2688943487666 49.5921013093894,17.2689984365953 49.5920458670779,17.269057833401 49.5919405486432,17.2693343845156 49.5914501825913,17.2694101637025 49.5913158135831,17.2697347673767 49.5907402238966,17.2693551459199 49.5905770610095,17.2678975304963 49.5902965030597))"
2010,Bytovaresidentalhigh,"POLYGON ((17.2736646882256 49.5916870260214,17.2737210433661 49.5915817235256,17.2699838935544 49.5907464242416,17.2698792856853 49.5908570795824,17.2696043924089 49.5913025469922,17.269546668854 49.5913795095894,17.2700206857446 49.591526647725,17.2701855050691 49.5915611906257,17.273309451116 49.5922976576063,17.2734275631716 49.5920960865637,17.2736646882256 49.5916870260214))"
2011,Obcanska vybavenoscommercial,"POLYGON ((17.2741165108883 49.5927893454768,17.2744048295038 49.5927075290327,17.2742707951915 49.5925375108916,17.2755919422512 49.592809182936,17.2757680151276 49.5929568069632,17.2759137990803 49.592905242998,17.2762062771735 49.5922176419639,17.2759844256047 49.5921531328836,17.2757292983421 49.5921259242046,17.2738081104234 49.5916658836822,17.2735610200185 49.5921011553643,17.273410626118 49.5923660833289,17.2733938968528 49.5924832164226,17.2733965397935 49.5925622808748,17.2733963193524 49.5926841937812,17.2734368554642 49.5927800473442,17.2734538082645 49.5928538873903,17.2736149157856 49.5928166218181,17.2736881658341 49.5927996788682,17.2740612731991 49.5927133758081,17.2741165108883 49.5927893454768))"
2012,Obcanska vybavenospoint_education,"POLYGON ((17.2702021347305 49.5916451748549,17.2701242595125 49.5916276759332,17.2700299113666 49.5918197265795,17.2698747422077 49.592135576185,17.2704233802168 49.5922794026581,17.2707914539827 49.592375891391,17.2707941493604 49.5923765986321,17.2705040631004 49.5928312478523,17.2708190237153 49.5932252601123,17.2709787993942 49.5934251332588,17.2709796089807 49.5934261464878,17.2724104057571 49.5930301122162,17.2722718992536 49.5926567402325,17.2723038009799 49.5923754955562,17.2723701082558 49.592160451757,17.2702021347305 49.5916451748549))"
2013,Bytovaresidentalhigh,"POLYGON ((17.2701242595125 49.5916276759332,17.2693343845156 49.5914501825913,17.269057833401 49.5919405486432,17.2698747422077 49.592135576185,17.2700299113666 49.5918197265795,17.2701242595125 49.5916276759332))"
2014,Obcanska vybavenospoint_education,"POLYGON ((17.2695745535636 49.5927279429106,17.2697586002833 49.5926749236443,17.2707941493604 49.5923765986321,17.2707914539827 49.592375891391,17.2704233802168 49.5922794026581,17.2698747422077 49.592135576185,17.269057833401 49.5919405486432,17.2689984365953 49.5920458670779,17.2688943487666 49.5921013093894,17.2697573347081 49.5926738051062,17.2695732046956 49.592726848494,17.2686627171664 49.5920767962684,17.2683844882085 49.5919451323727,17.2682054778308 49.5920576416655,17.2681056992826 49.5921203519502,17.2679720477465 49.5922043526776,17.2690245291024 49.5928863907055,17.2690322980086 49.5928841522078,17.2690523505632 49.5928783758278,17.2692726565027 49.5928149118211,17.2695745535636 49.5927279429106))"
2015,Obcanska vybavenoscommercial,"POLYGON ((17.2705104366112 49.5928279283563,17.270800522751 49.5923732782222,17.2707914539827 49.592375891391,17.2697573347081 49.5926738051062,17.2697586002833 49.5926749236443,17.2707061502321 49.5935126976254,17.2709787993942 49.5934251332588,17.2709859811102 49.5934228260936,17.2705104366112 49.5928279283563))"
2016,BytovaCom/res/indhigh,"POLYGON ((17.2729231269294 49.5937793299927,17.2724689881111 49.59313583718,17.2709920357003 49.5935690672839,17.2706038248187 49.5936426380528,17.2706044781959 49.5938189979784,17.2707535232474 49.5939870002698,17.271105996378 49.5942876321043,17.2729231269294 49.5937793299927))"
2017,BytovaCom/res/indhigh,"POLYGON ((17.2757680151276 49.5929568069632,17.2755919422512 49.592809182936,17.2742707951915 49.5925375108916,17.2744048295038 49.5927075290327,17.2741165108883 49.5927893454768,17.2745455982847 49.5933254466681,17.2757680151276 49.5929568069632))"
2018,BytovaCom/res/indhigh,"POLYGON ((17.2745455982847 49.5933254466681,17.2741165108883 49.5927893454768,17.2740612731991 49.5927133758081,17.2736881658341 49.5927996788682,17.2736149157856 49.5928166218181,17.2734538082645 49.5928538873903,17.2739317408998 49.5934971750256,17.2745455982847 49.5933254466681))"
2019,BytovaCom/res/indhigh,"POLYGON ((17.2726079412167 49.5930495357148,17.2730777990793 49.5937360618775,17.2737798858443 49.5935396566674,17.2733310089528 49.5928822911618,17.2726079412167 49.5930495357148))"
2020,Obcanska vybavenospoint_education,"POLYGON ((17.2725913871279 49.5922130424526,17.2725219379483 49.5925365971276,17.2725359908534 49.5929953495417,17.272776983638 49.5929507999856,17.2730436331181 49.5928693496767,17.273253778386 49.5928230114056,17.2732503853897 49.5927749828567,17.2732397831882 49.5926637276504,17.2732233102532 49.5925909432484,17.2732036390573 49.5925089874828,17.2732217786497 49.5924503885592,17.2732612882345 49.5923722500225,17.2725913871279 49.5922130424526))"
2021,Obcanska vybavenoscommercial,"POLYGON ((17.2699624602241 49.5935025919675,17.2702586737365 49.5934044142825,17.2703649949737 49.5933691755999,17.2695745535636 49.5927279429106,17.2695732046956 49.592726848494,17.2692711683238 49.5928138570164,17.2690309012992 49.5928830704178,17.2690322980086 49.5928841522078,17.2698701409878 49.5935331907919,17.2699624602241 49.5935025919675))"
2022,Obcanska vybavenospoint_education,"POLYGON ((17.2683844882085 49.5919451323727,17.2678973379461 49.5916626124722,17.2666966265284 49.590879829692,17.2659667508238 49.5904406750134,17.2656325434508 49.5906427731849,17.2679720477465 49.5922043526776,17.2681056992826 49.5921203519502,17.2682054778308 49.5920576416655,17.2683844882085 49.5919451323727))"
2023,BytovaCom/res/indhigh,"POLYGON ((17.2757951067052 49.5939861851571,17.2759949085314 49.5938819216293,17.2758737887004 49.5937038914725,17.2758537174549 49.5936743878182,17.2759296870663 49.5936670100792,17.2762361069094 49.5936372489137,17.2762484934337 49.5936360462541,17.276253162309 49.5936355927616,17.2766057126064 49.593663103421,17.276704198859 49.5932104344657,17.2764926361651 49.5930784540491,17.2763386868677 49.593078292435,17.2762395235494 49.5931195012681,17.2761019981803 49.5931766514892,17.2760374269699 49.5931932740981,17.2748004712448 49.5935116810982,17.2745732493759 49.5935701685105,17.274434332542 49.5936059268498,17.2744221124639 49.5936090718371,17.2743340872458 49.5936317292804,17.2749314586719 49.5944371927959,17.2757793309307 49.5941697033443,17.2754228603672 49.5936551142124,17.2754964712949 49.5936354750749,17.2757951067052 49.5939861851571))"
2024,BytovaCom/res/indhigh,"POLYGON ((17.2727484703703 49.5951258457119,17.2726334232852 49.5949657007555,17.2727663739645 49.5949240562166,17.2727721043764 49.5949222614269,17.2728729708773 49.5948906665629,17.2729908892411 49.5948537295288,17.2731587385268 49.5948011526549,17.2732709170884 49.5949610386105,17.2736490642927 49.5948417483859,17.2730372699026 49.5939655209247,17.2730011575295 49.5939748151326,17.2728606763213 49.5940172178216,17.2728560962498 49.5940186004986,17.2724804179932 49.5941319923941,17.2718023439618 49.5943366530276,17.2717678195585 49.5943470734255,17.2715358081031 49.5944170996357,17.2713530314195 49.594472264749,17.272429968851 49.595226317042,17.2727484703703 49.5951258457119))"
2025,BytovaCom/res/indhigh,"POLYGON ((17.2742126345272 49.5936629915631,17.2741101367292 49.593689374227,17.273982239947 49.5937222940215,17.2739474544554 49.5937312475934,17.2734400774322 49.5938618430238,17.2734118325859 49.5938691125283,17.2732728333156 49.5939048899722,17.2732657126164 49.5939067229009,17.2731896234312 49.5939263067522,17.2738160406055 49.5947890743624,17.2748005187733 49.594478501647,17.2742429614168 49.5937050625524,17.2742126345272 49.5936629915631))"
2026,Obcanska vybavenosoffice,"POLYGON ((17.2732709170884 49.5949610386105,17.2731587385268 49.5948011526549,17.2729908892411 49.5948537295288,17.2728729708773 49.5948906665629,17.2727721043764 49.5949222614269,17.2727663739645 49.5949240562166,17.2726334232852 49.5949657007555,17.2727484703703 49.5951258457119,17.2732709170884 49.5949610386105))"
2027,Obcanska vybavenosCom/res/ind,"POLYGON ((17.2766057126064 49.593663103421,17.276253162309 49.5936355927616,17.2762484934337 49.5936360462541,17.2762361069094 49.5936372489137,17.2759296870663 49.5936670100792,17.2758537174549 49.5936743878182,17.2758737887004 49.5937038914725,17.2759949085314 49.5938819216293,17.2757951067052 49.5939861851571,17.2759023179872 49.5941368808467,17.2764662015088 49.5939604616261,17.2765522868745 49.5937819252531,17.2766057126064 49.593663103421))"
2028,Obcanska vybavenospoint_education,"POLYGON ((17.2739197187696 49.5948749167172,17.2724850003869 49.595310733181,17.272589649511 49.5954202849912,17.2729682916676 49.5956383571688,17.2735361865071 49.5957490963526,17.2744975357903 49.5956676499161,17.2739197187696 49.5948749167172))"
2029,Obcanska vybavenospoint_education,"POLYGON ((17.2741962973372 49.5950146807839,17.2747387064342 49.5948344929807,17.274622348303 49.5946811549874,17.2740679022228 49.5948438310192,17.2741962973372 49.5950146807839))"
2030,Bytovaresidentalhigh,"POLYGON ((17.2763715125445 49.594233074526,17.2763489575321 49.5941928905194,17.2762066651685 49.5941564621147,17.2759725391798 49.5942446465486,17.2760501943408 49.5943142028667,17.2760345891557 49.5944164756294,17.27615534168 49.5944344781996,17.2762719288848 49.5944518600247,17.2763715125445 49.594233074526))"
2031,Obcanska vybavenospoint_entertainment,"POLYGON ((17.2762719288848 49.5944518600247,17.27615534168 49.5944344781996,17.2760345891557 49.5944164756294,17.275961086492 49.5944064771616,17.2758739960249 49.5946590602853,17.276152874702 49.5947114673772,17.2762719288848 49.5944518600247))"
2032,RDresidentalLow,"POLYGON ((17.2757837620091 49.595427757185,17.276152874702 49.5947114673772,17.2758739960249 49.5946590602853,17.275961086492 49.5944064771616,17.2760345891557 49.5944164756294,17.2760501943408 49.5943142028667,17.2759725391798 49.5942446465486,17.274622348303 49.5946811549874,17.2747387064342 49.5948344929807,17.2741962973372 49.5950146807839,17.2747252759392 49.5957360465503,17.2757837620091 49.595427757185))"
2033,Bytovaresidentalhigh,"POLYGON ((17.2761494540429 49.5954469973163,17.2764890929228 49.5955061892877,17.2766176643023 49.5952275912895,17.2762771436197 49.5951597369921,17.2761494540429 49.5954469973163))"
