Id, Road Name, Road Type, One Way, Lanes, Bridge, Geometry
429560425,,track,,,,"LINESTRING (20.159097671508789 49.0692138671875, 20.159145355224609 49.069282531738281, 20.159191131591797 49.0693359375, 20.159141540527344 49.069393157958984, 20.159048080444336 49.069427490234375, 20.158906936645508 49.069435119628906, 20.158748626708984 49.069416046142578, 20.158485412597656 49.069393157958984, 20.158058166503906 49.069427490234375, 20.156028747558594 49.070053100585938, 20.155698776245117 49.070198059082031, 20.15437126159668 49.071079254150391, 20.15373420715332 49.071563720703125, 20.153507232666016 49.071823120117188, 20.153305053710938 49.072200775146484, 20.15318489074707 49.072578430175781, 20.152927398681641 49.073684692382812, 20.152925491333008 49.073802947998047, 20.15294075012207 49.073860168457031, 20.153024673461914 49.073936462402344, 20.15313720703125 49.074043273925781, 20.153173446655273 49.074104309082031, 20.153219223022461 49.074180603027344, 20.1532039642334 49.074283599853516, 20.152605056762695 49.075111389160156, 20.152168273925781 49.075565338134766, 20.1520938873291 49.075748443603516, 20.152120590209961 49.075885772705078, 20.152194976806641 49.0760383605957, 20.152339935302734 49.076259613037109, 20.15240478515625 49.076332092285156, 20.152458190917969 49.076499938964844, 20.152439117431641 49.076862335205078, 20.1524715423584 49.076961517333984, 20.152542114257812 49.077041625976562, 20.154182434082031 49.078090667724609, 20.155071258544922 49.0785026550293, 20.155679702758789 49.078647613525391, 20.156269073486328 49.078701019287109, 20.156526565551758 49.078651428222656, 20.156780242919922 49.078659057617188, 20.157064437866211 49.078701019287109, 20.157184600830078 49.078739166259766, 20.157621383666992 49.079021453857422, 20.157777786254883 49.079071044921875, 20.157917022705078 49.079071044921875, 20.158233642578125 49.079055786132812, 20.158554077148438 49.079097747802734, 20.160373687744141 49.079494476318359, 20.161344528198242 49.079658508300781, 20.162927627563477 49.079689025878906, 20.163244247436523 49.079658508300781, 20.16368293762207 49.079620361328125, 20.164472579956055 49.079463958740234, 20.165426254272461 49.079322814941406, 20.166311264038086 49.079051971435547, 20.166585922241211 49.079055786132812, 20.1674861907959 49.079242706298828, 20.167873382568359 49.079246520996094, 20.169090270996094 49.079238891601562, 20.169670104980469 49.079166412353516, 20.170963287353516 49.078811645507812, 20.172990798950195 49.078495025634766, 20.173543930053711 49.078395843505859, 20.173908233642578 49.078254699707031, 20.174602508544922 49.0778923034668)"
429921813,,track,,,,"LINESTRING (20.173402786254883 49.064296722412109, 20.173435211181641 49.06463623046875, 20.173505783081055 49.064762115478516, 20.173618316650391 49.064781188964844, 20.174148559570312 49.064731597900391, 20.174488067626953 49.064666748046875, 20.174633026123047 49.064609527587891, 20.174894332885742 49.064399719238281, 20.175228118896484 49.064247131347656, 20.175765991210938 49.064048767089844, 20.17689323425293 49.063793182373047, 20.177581787109375 49.063694000244141, 20.177936553955078 49.063613891601562, 20.178165435791016 49.063522338867188, 20.178213119506836 49.063430786132812, 20.1783504486084 49.063076019287109, 20.178508758544922 49.0629768371582, 20.178682327270508 49.062961578369141, 20.178888320922852 49.063064575195312, 20.178985595703125 49.063369750976562, 20.17896842956543 49.063606262207031, 20.17884635925293 49.063957214355469)"
429921814,,track,,,,"LINESTRING (20.16700553894043 49.069156646728516, 20.167251586914062 49.069179534912109, 20.167526245117188 49.069206237792969, 20.168014526367188 49.0692253112793, 20.168899536132812 49.0692024230957, 20.169334411621094 49.0692253112793, 20.169919967651367 49.069297790527344, 20.170642852783203 49.069461822509766, 20.171012878417969 49.069484710693359, 20.1716365814209 49.069480895996094, 20.172199249267578 49.069496154785156, 20.172672271728516 49.069423675537109, 20.1732234954834 49.069385528564453, 20.173900604248047 49.069404602050781, 20.17437744140625 49.069370269775391, 20.17540168762207 49.069210052490234, 20.17570686340332 49.069206237792969, 20.175895690917969 49.069236755371094, 20.176389694213867 49.069377899169922, 20.176774978637695 49.069423675537109, 20.177053451538086 49.069408416748047, 20.177532196044922 49.069271087646484, 20.177644729614258 49.069248199462891, 20.177875518798828 49.069309234619141, 20.178050994873047 49.069290161132812, 20.17833137512207 49.069107055664062)"
429921815,,track,,,,"LINESTRING (20.179170608520508 49.064277648925781, 20.17913818359375 49.064346313476562, 20.179178237915039 49.064384460449219, 20.179344177246094 49.064426422119141, 20.179849624633789 49.064311981201172, 20.180068969726562 49.064304351806641, 20.180253982543945 49.0643310546875, 20.180444717407227 49.064430236816406)"
429930293,Hlavná,tertiary,,2,,"LINESTRING (20.142345428466797 49.052162170410156, 20.142578125 49.052173614501953, 20.142988204956055 49.052200317382812)"
429930294,Nábrežie Jána Pavla II,residential,,1,,"LINESTRING (20.204986572265625 49.0550537109375, 20.2034969329834 49.054985046386719, 20.201717376708984 49.054908752441406)"
429930297,,path,,,yes,"LINESTRING (20.205133438110352 49.055183410644531, 20.205135345458984 49.055366516113281)"
429930298,,footway,,,,"LINESTRING (20.205141067504883 49.055061340332031, 20.205133438110352 49.0551643371582)"
429930299,,path,,,,"LINESTRING (20.205133438110352 49.0551643371582, 20.205133438110352 49.055183410644531)"
429930300,,path,,,,"LINESTRING (20.205135345458984 49.055366516113281, 20.205156326293945 49.055458068847656, 20.205076217651367 49.056175231933594)"
429930301,,service,,,,"LINESTRING (20.2034969329834 49.054985046386719, 20.203510284423828 49.054824829101562, 20.203527450561523 49.054599761962891)"
429930303,,cycleway,,,,"LINESTRING (20.205846786499023 49.055191040039062, 20.205133438110352 49.0551643371582, 20.204214096069336 49.055118560791016, 20.201820373535156 49.055023193359375, 20.201690673828125 49.055011749267578, 20.201433181762695 49.054988861083984, 20.2011661529541 49.05499267578125, 20.20106315612793 49.054996490478516, 20.198436737060547 49.054901123046875, 20.1973934173584 49.054904937744141, 20.1966495513916 49.055000305175781, 20.195930480957031 49.0551643371582, 20.194988250732422 49.0554313659668, 20.194232940673828 49.055698394775391, 20.194120407104492 49.055736541748047, 20.193679809570312 49.055866241455078, 20.193336486816406 49.055938720703125, 20.192649841308594 49.055999755859375, 20.191753387451172 49.056037902832031, 20.190784454345703 49.056060791015625, 20.190212249755859 49.056095123291016, 20.189590454101562 49.056079864501953, 20.188907623291016 49.056121826171875, 20.188106536865234 49.056095123291016, 20.187429428100586 49.055988311767578, 20.187040328979492 49.055854797363281, 20.186685562133789 49.055732727050781, 20.185581207275391 49.055442810058594, 20.184772491455078 49.055290222167969, 20.183979034423828 49.055118560791016, 20.180929183959961 49.054473876953125, 20.180091857910156 49.054340362548828, 20.179609298706055 49.054328918457031, 20.179191589355469 49.054355621337891, 20.178760528564453 49.054424285888672, 20.177295684814453 49.054771423339844, 20.176534652709961 49.055038452148438, 20.176095962524414 49.05523681640625, 20.175876617431641 49.0552978515625, 20.175502777099609 49.055355072021484, 20.17445182800293 49.055400848388672)"
429930304,Lesná,residential,,,,"LINESTRING (20.143642425537109 49.049850463867188, 20.143674850463867 49.049911499023438, 20.143779754638672 49.050121307373047, 20.143819808959961 49.050586700439453, 20.143856048583984 49.050876617431641)"
429930305,,service,,,,"LINESTRING (20.2038631439209 49.054836273193359, 20.203510284423828 49.054824829101562, 20.202585220336914 49.054794311523438, 20.202594757080078 49.054557800292969, 20.203527450561523 49.054599761962891, 20.2038631439209 49.054615020751953)"
429940191,Sládkovičová,residential,yes,1,,"LINESTRING (20.199777603149414 49.058406829833984, 20.200054168701172 49.057022094726562)"
429940193,,track,,,,"LINESTRING (20.20695686340332 49.054012298583984, 20.206878662109375 49.053726196289062, 20.206815719604492 49.053493499755859, 20.206769943237305 49.053314208984375, 20.206756591796875 49.053085327148438, 20.206748962402344 49.052776336669922, 20.206743240356445 49.052471160888672, 20.206672668457031 49.051963806152344, 20.206491470336914 49.051536560058594, 20.206274032592773 49.05120849609375, 20.206203460693359 49.050876617431641, 20.206214904785156 49.050506591796875)"
429940194,,steps,,,,"LINESTRING (20.1769962310791 49.057823181152344, 20.176984786987305 49.057853698730469)"
429940195,,path,,,,"LINESTRING (20.187925338745117 49.058830261230469, 20.187969207763672 49.058635711669922)"
429940196,,unclassified,,,,"LINESTRING (20.17445182800293 49.055400848388672, 20.174457550048828 49.055469512939453)"
429940197,,track,,,,"LINESTRING (20.208202362060547 49.049602508544922, 20.209465026855469 49.048770904541016)"
429940198,,path,,,,"LINESTRING (20.206748962402344 49.052776336669922, 20.206853866577148 49.052742004394531)"
429940200,,path,,,,"LINESTRING (20.208202362060547 49.049602508544922, 20.208223342895508 49.049850463867188)"
429940201,,track,,,,"LINESTRING (20.168649673461914 49.045818328857422, 20.16865348815918 49.045425415039062, 20.168649673461914 49.045242309570312, 20.168558120727539 49.044902801513672, 20.16850471496582 49.044692993164062, 20.168285369873047 49.044509887695312, 20.168205261230469 49.044376373291016, 20.16819953918457 49.044242858886719, 20.168220520019531 49.043972015380859, 20.168172836303711 49.043819427490234, 20.167882919311523 49.043460845947266)"
429940202,,steps,,,,"LINESTRING (20.187969207763672 49.058635711669922, 20.187973022460938 49.058616638183594)"
429940203,,track,,,,"LINESTRING (20.206214904785156 49.050506591796875, 20.206197738647461 49.050224304199219)"
429940204,,path,,,,"LINESTRING (20.192714691162109 49.0494384765625, 20.192934036254883 49.049480438232422)"
429940205,,steps,,,,"LINESTRING (20.18359375 49.058441162109375, 20.183584213256836 49.058479309082031)"
429940206,,path,,,,"LINESTRING (20.206621170043945 49.047401428222656, 20.206520080566406 49.047515869140625)"
429940207,,path,,,,"LINESTRING (20.20539665222168 49.047409057617188, 20.20513916015625 49.047489166259766)"
429940208,,unclassified,,,yes,"LINESTRING (20.174457550048828 49.055469512939453, 20.174461364746094 49.055568695068359)"
429940209,,steps,,,,"LINESTRING (20.205852508544922 49.054660797119141, 20.205842971801758 49.054763793945312)"
429940210,,track,,,,"LINESTRING (20.206621170043945 49.047401428222656, 20.206212997436523 49.047443389892578)"
429940211,,service,,,,"LINESTRING (20.201377868652344 49.056610107421875, 20.202041625976562 49.056671142578125)"
429940212,,path,,,,"LINESTRING (20.201087951660156 49.047748565673828, 20.200899124145508 49.047687530517578)"
429940213,,track,,,,"LINESTRING (20.206756591796875 49.053085327148438, 20.206687927246094 49.053058624267578)"
429940214,,path,,,,"LINESTRING (20.180732727050781 49.0456657409668, 20.18049430847168 49.045726776123047)"
429940215,,steps,,,,"LINESTRING (20.187717437744141 49.058570861816406, 20.187726974487305 49.058547973632812)"
429940216,,path,,,,"LINESTRING (20.207122802734375 49.054393768310547, 20.20695686340332 49.054012298583984)"
429940217,,service,,,,"LINESTRING (20.207122802734375 49.054393768310547, 20.206975936889648 49.054347991943359, 20.206720352172852 49.054347991943359)"
429940218,,service,,,,"LINESTRING (20.198379516601562 49.059539794921875, 20.19770622253418 49.059474945068359, 20.197233200073242 49.059432983398438)"
429940219,,path,,,,"LINESTRING (20.186969757080078 49.04827880859375, 20.186866760253906 49.048259735107422, 20.186830520629883 49.0482177734375)"
429940220,,path,,,,"LINESTRING (20.1947078704834 49.049346923828125, 20.195014953613281 49.049240112304688, 20.195138931274414 49.049282073974609)"
429940221,,service,,,,"LINESTRING (20.202045440673828 49.057113647460938, 20.201816558837891 49.058200836181641, 20.201534271240234 49.058322906494141)"
429940222,,track,,,,"LINESTRING (20.178689956665039 49.042331695556641, 20.178220748901367 49.042335510253906, 20.177925109863281 49.042354583740234, 20.177698135375977 49.042385101318359, 20.177377700805664 49.042461395263672, 20.176721572875977 49.042873382568359, 20.1766414642334 49.042953491210938, 20.176586151123047 49.043132781982422, 20.176502227783203 49.043235778808594, 20.176393508911133 49.0433349609375, 20.175867080688477 49.043704986572266, 20.175697326660156 49.043796539306641, 20.175020217895508 49.044101715087891, 20.174482345581055 49.044551849365234, 20.174261093139648 49.044700622558594, 20.173946380615234 49.044902801513672, 20.173770904541016 49.045001983642578, 20.17359733581543 49.045070648193359, 20.173425674438477 49.045101165771484, 20.173318862915039 49.045124053955078, 20.173179626464844 49.045120239257812, 20.172966003417969 49.045082092285156, 20.172639846801758 49.045097351074219, 20.171903610229492 49.045192718505859, 20.170810699462891 49.045391082763672, 20.170482635498047 49.045478820800781, 20.170156478881836 49.045585632324219, 20.169900894165039 49.045654296875, 20.1695613861084 49.045707702636719, 20.169332504272461 49.045703887939453, 20.169105529785156 49.045722961425781, 20.168760299682617 49.045783996582031, 20.168649673461914 49.045818328857422, 20.168436050415039 49.045902252197266, 20.168239593505859 49.046035766601562, 20.167953491210938 49.046493530273438, 20.167749404907227 49.0468864440918, 20.167564392089844 49.047088623046875)"
429940223,,path,,,,"LINESTRING (20.205842971801758 49.054763793945312, 20.205869674682617 49.054828643798828, 20.205741882324219 49.054954528808594, 20.205745697021484 49.055057525634766)"
429940224,,path,,,,"LINESTRING (20.16737174987793 49.047191619873047, 20.167606353759766 49.047233581542969, 20.167695999145508 49.047271728515625, 20.168197631835938 49.047183990478516)"
429940225,,track,,,,"LINESTRING (20.168760299682617 49.045783996582031, 20.168861389160156 49.045738220214844, 20.169048309326172 49.045680999755859, 20.169166564941406 49.045684814453125, 20.169332504272461 49.045703887939453)"
